,job_title,resume
120,Electrical Engineer,"Proficient in Compliance, Electrical Safety, Troubleshooting, Installation, Power Distribution, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as National Electrical Code (NEC) Certification. Skilled in delivering results and adapting to dynamic environments."
121,Electrical Engineer,"Proficient in Blueprint Reading, Power Distribution, Troubleshooting, Compliance, Electrical Systems, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as National Electrical Code (NEC) Certification. Skilled in delivering results and adapting to dynamic environments."
122,Electrical Engineer,"Proficient in Compliance, Wiring, Circuit Design, Installation, Electrical Safety, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as OSHA Electrical Safety Certification. Skilled in delivering results and adapting to dynamic environments."
123,Electrical Engineer,"Proficient in Electrical Systems, Troubleshooting, Electrical Safety, Compliance, Wiring, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as National Electrical Code (NEC) Certification. Skilled in delivering results and adapting to dynamic environments."
124,Electrical Engineer,"Proficient in Electrical Systems, Tool Handling, Blueprint Reading, Installation, Compliance, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as National Electrical Code (NEC) Certification. Skilled in delivering results and adapting to dynamic environments."
125,Electrical Engineer,"Proficient in Tool Handling, Compliance, Installation, Blueprint Reading, Power Distribution, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Master Electrician. Skilled in delivering results and adapting to dynamic environments."
126,Electrical Engineer,"Proficient in Circuit Design, Power Distribution, Troubleshooting, Blueprint Reading, Installation, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Licensed Journeyman Electrician. Skilled in delivering results and adapting to dynamic environments."
127,Event Planner,"Proficient in Budgeting, Communication, Vendor Coordination, Logistics, Customer Service, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Special Events Professional (CSEP). Skilled in delivering results and adapting to dynamic environments."
128,Event Planner,"Proficient in Creativity, Communication, Logistics, Vendor Coordination, Customer Service, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Professional in Catering and Events (CPCE). Skilled in delivering results and adapting to dynamic environments."
129,Event Planner,"Proficient in Problem Solving, Customer Service, Logistics, Vendor Coordination, Budgeting, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Wedding and Event Planning Certification. Skilled in delivering results and adapting to dynamic environments."
130,Event Planner,"Proficient in Marketing, Customer Service, Problem Solving, Creativity, Vendor Coordination, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Special Events Professional (CSEP). Skilled in delivering results and adapting to dynamic environments."
131,Event Planner,"Proficient in Problem Solving, Communication, Project Management, Event Management, Marketing, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Event Planning Certificate by QC Event School. Skilled in delivering results and adapting to dynamic environments."
132,Event Planner,"Proficient in Communication, Marketing, Event Management, Vendor Coordination, Logistics, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Wedding and Event Planning Certification. Skilled in delivering results and adapting to dynamic environments."
133,Event Planner,"Proficient in Communication, Event Management, Customer Service, Problem Solving, Creativity, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Event Planning Certificate by QC Event School. Skilled in delivering results and adapting to dynamic environments."
134,Project Manager,"Proficient in Business Strategy, Leadership, Cross-Functional Collaboration, Project Management, Customer Feedback, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Google Project Management Professional Certificate. Skilled in delivering results and adapting to dynamic environments."
135,Project Manager,"Proficient in Agile, Project Management, Leadership, Cross-Functional Collaboration, Market Research, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as SAFe Product Owner/Product Manager Certification. Skilled in delivering results and adapting to dynamic environments."
136,Project Manager,"Proficient in Team Coordination, Project Management, Leadership, Cross-Functional Collaboration, Business Strategy, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Pragmatic Institute Certified Product Manager. Skilled in delivering results and adapting to dynamic environments."
137,Project Manager,"Proficient in Business Strategy, Agile, Customer Feedback, Market Research, Project Management, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Scrum Product Owner (CSPO). Skilled in delivering results and adapting to dynamic environments."
138,Project Manager,"Proficient in Customer Feedback, Project Management, Team Coordination, Cross-Functional Collaboration, Leadership, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as SAFe Product Owner/Product Manager Certification. Skilled in delivering results and adapting to dynamic environments."
139,Project Manager,"Proficient in Team Coordination, Product Development, Customer Feedback, Market Research, Product Roadmap, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as SAFe Product Owner/Product Manager Certification. Skilled in delivering results and adapting to dynamic environments."
140,Project Manager,"Proficient in Agile, Customer Feedback, Market Research, Business Strategy, Team Coordination, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Product Marketing Manager (CPMM). Skilled in delivering results and adapting to dynamic environments."
141,SEO Specialist,"Proficient in Digital Marketing, Keyword Research, Content Strategy, Link Building, Analytics, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Advanced Search Engine Optimization (SEO) Certification. Skilled in delivering results and adapting to dynamic environments."
142,SEO Specialist,"Proficient in Content Strategy, Keyword Research, On-Page SEO, Conversion Optimization, Technical SEO, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Content Marketing and SEO Fundamentals by Coursera. Skilled in delivering results and adapting to dynamic environments."
143,SEO Specialist,"Proficient in Google Analytics, Digital Marketing, Content Strategy, Link Building, Keyword Research, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Google Analytics Individual Qualification (GAIQ). Skilled in delivering results and adapting to dynamic environments."
144,SEO Specialist,"Proficient in Google Analytics, Content Strategy, Conversion Optimization, Technical SEO, Digital Marketing, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Google Analytics Individual Qualification (GAIQ). Skilled in delivering results and adapting to dynamic environments."
145,SEO Specialist,"Proficient in Content Strategy, Technical SEO, Link Building, Digital Marketing, Google Analytics, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Advanced Search Engine Optimization (SEO) Certification. Skilled in delivering results and adapting to dynamic environments."
146,SEO Specialist,"Proficient in Technical SEO, SEO Optimization, Analytics, Google Analytics, Keyword Research, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as SEO Fundamentals Certification by SEMrush. Skilled in delivering results and adapting to dynamic environments."
147,SEO Specialist,"Proficient in Google Analytics, Link Building, Technical SEO, SEO Optimization, Content Strategy, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as Google Analytics Individual Qualification (GAIQ). Skilled in delivering results and adapting to dynamic environments."
148,Social Worker,"Proficient in Social Services, Communication, Mental Health, Case Management, Crisis Intervention, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Case Manager (CCM). Skilled in delivering results and adapting to dynamic environments."
149,Social Worker,"Proficient in Conflict Resolution, Mental Health, Case Management, Social Services, Problem Solving, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Case Manager (CCM). Skilled in delivering results and adapting to dynamic environments."
150,Social Worker,"Proficient in Mental Health, Child Welfare, Counseling, Community Outreach, Problem Solving, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Case Manager (CCM). Skilled in delivering results and adapting to dynamic environments."
151,Social Worker,"Proficient in Counseling, Case Management, Communication, Conflict Resolution, Mental Health, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Case Manager (CCM). Skilled in delivering results and adapting to dynamic environments."
152,Social Worker,"Proficient in Mental Health, Social Services, Conflict Resolution, Communication, Child Welfare, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Hospice and Palliative Social Worker (CHP-SW). Skilled in delivering results and adapting to dynamic environments."
153,Social Worker,"Proficient in Social Services, Community Outreach, Mental Health, Counseling, Crisis Intervention, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Case Manager (CCM). Skilled in delivering results and adapting to dynamic environments."
154,Social Worker,"Proficient in Crisis Intervention, Counseling, Problem Solving, Social Services, Communication, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Certified School Social Work Specialist (C-SSWS). Skilled in delivering results and adapting to dynamic environments."
155,Cloud Architect,"Proficient in Solution Architecture, AWS, Cloud Computing, DevOps, Virtualization, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Cloud Security Professional (CCSP). Skilled in delivering results and adapting to dynamic environments."
156,Cloud Architect,"Proficient in DevOps, Virtualization, Cloud Computing, Solution Architecture, Cloud Infrastructure, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as AWS Certified Solutions Architect – Professional. Skilled in delivering results and adapting to dynamic environments."
157,Cloud Architect,"Proficient in Networking, Cloud Computing, Security, Azure, Virtualization, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Cloud Security Professional (CCSP). Skilled in delivering results and adapting to dynamic environments."
158,Cloud Architect,"Proficient in Networking, Cloud Computing, Scalability, Cloud Infrastructure, Virtualization, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Google Professional Cloud Architect. Skilled in delivering results and adapting to dynamic environments."
159,Cloud Architect,"Proficient in Cloud Computing, Scalability, AWS, Cloud Infrastructure, Azure, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Microsoft Certified: Azure Solutions Architect Expert. Skilled in delivering results and adapting to dynamic environments."
160,Cloud Architect,"Proficient in Scalability, Solution Architecture, Cloud Infrastructure, Security, DevOps, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Google Professional Cloud Architect. Skilled in delivering results and adapting to dynamic environments."
161,Cloud Architect,"Proficient in Solution Architecture, Cloud Infrastructure, Security, AWS, Virtualization, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Cloud Security Professional (CCSP). Skilled in delivering results and adapting to dynamic environments."
162,Database Developer and Analyst,"Proficient in Cloud Databases, Data Modeling, Data Security, Optimization, SQL, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as CompTIA Data+ Certification. Skilled in delivering results and adapting to dynamic environments."
163,Database Developer and Analyst,"Proficient in Optimization, Cloud Databases, SQL, Database Management, Performance Tuning, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Microsoft Certified: Azure Database Administrator Associate. Skilled in delivering results and adapting to dynamic environments."
164,Database Developer and Analyst,"Proficient in Optimization, Cloud Databases, Backup and Recovery, Performance Tuning, Database Design, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Microsoft Certified: Azure Database Administrator Associate. Skilled in delivering results and adapting to dynamic environments."
165,Database Developer and Analyst,"Proficient in Troubleshooting, Database Design, Database Management, Performance Tuning, Data Modeling, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as CompTIA Data+ Certification. Skilled in delivering results and adapting to dynamic environments."
166,Database Developer and Analyst,"Proficient in Database Design, Database Management, Backup and Recovery, SQL, Cloud Databases, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Microsoft Certified: Azure Database Administrator Associate. Skilled in delivering results and adapting to dynamic environments."
167,Database Developer and Analyst,"Proficient in Data Security, Data Modeling, SQL, Database Design, Optimization, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Microsoft Certified: Azure Database Administrator Associate. Skilled in delivering results and adapting to dynamic environments."
168,Database Developer and Analyst,"Proficient in Data Security, Cloud Databases, Database Management, SQL, Backup and Recovery, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Oracle Database Administrator Certified Professional. Skilled in delivering results and adapting to dynamic environments."
169,Cybersecurity Analyst,"Proficient in Firewalls, Vulnerability Analysis, Network Security, Penetration Testing, Risk Assessment, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Ethical Hacker (CEH). Skilled in delivering results and adapting to dynamic environments."
170,Cybersecurity Analyst,"Proficient in Incident Response, Vulnerability Analysis, Cyber Threats, Firewalls, Encryption, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as CompTIA Security+. Skilled in delivering results and adapting to dynamic environments."
171,Cybersecurity Analyst,"Proficient in Incident Response, Ethical Hacking, Risk Assessment, Network Security, Security Protocols, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Ethical Hacker (CEH). Skilled in delivering results and adapting to dynamic environments."
172,Cybersecurity Analyst,"Proficient in Network Security, Vulnerability Analysis, Risk Assessment, Cyber Threats, Penetration Testing, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as CompTIA Security+. Skilled in delivering results and adapting to dynamic environments."
173,Cybersecurity Analyst,"Proficient in Ethical Hacking, Penetration Testing, Risk Assessment, Firewalls, Cyber Threats, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Information Security Manager (CISM). Skilled in delivering results and adapting to dynamic environments."
174,Cybersecurity Analyst,"Proficient in Penetration Testing, Vulnerability Analysis, Cyber Threats, Encryption, Risk Assessment, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Information Security Manager (CISM). Skilled in delivering results and adapting to dynamic environments."
175,Cybersecurity Analyst,"Proficient in Vulnerability Analysis, Firewalls, Encryption, Incident Response, Risk Assessment, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as CompTIA Security+. Skilled in delivering results and adapting to dynamic environments."
176,Customer Service Representative,"Proficient in Conflict Resolution, Active Listening, Product Knowledge, Communication, Customer Interaction, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Customer Service Professional (CCSP). Skilled in delivering results and adapting to dynamic environments."
177,Customer Service Representative,"Proficient in Conflict Resolution, Patience, Problem Solving, Active Listening, CRM Software, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Six Sigma Yellow Belt. Skilled in delivering results and adapting to dynamic environments."
178,Customer Service Representative,"Proficient in Active Listening, Conflict Resolution, CRM Software, Patience, Communication, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Customer Service Professional (CCSP). Skilled in delivering results and adapting to dynamic environments."
179,Customer Service Representative,"Proficient in Customer Interaction, Problem Solving, Time Management, Conflict Resolution, Sales Support, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Customer Service Professional (CCSP). Skilled in delivering results and adapting to dynamic environments."
180,Customer Service Representative,"Proficient in Problem Solving, Product Knowledge, Patience, CRM Software, Active Listening, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Help Desk Professional (CHDP). Skilled in delivering results and adapting to dynamic environments."
181,Customer Service Representative,"Proficient in Conflict Resolution, Active Listening, Communication, Sales Support, Patience, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Help Desk Professional (CHDP). Skilled in delivering results and adapting to dynamic environments."
182,Customer Service Representative,"Proficient in Sales Support, Problem Solving, CRM Software, Communication, Active Listening, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Customer Service Certification (CSC). Skilled in delivering results and adapting to dynamic environments."
183,Web Designer and Developer,"Proficient in UX/UI Design, Illustrator, Creativity, Color Theory, Layout Design, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Adobe Certified Expert (ACE). Skilled in delivering results and adapting to dynamic environments."
184,Web Designer and Developer,"Proficient in UX/UI Design, Typography, Photo Editing, Adobe Photoshop, Creativity, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Web Designer. Skilled in delivering results and adapting to dynamic environments."
185,Web Designer and Developer,"Proficient in Illustrator, Layout Design, Color Theory, Photo Editing, Web Design, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Adobe Certified Expert (ACE). Skilled in delivering results and adapting to dynamic environments."
186,Web Designer and Developer,"Proficient in Creativity, Color Theory, Illustrator, UX/UI Design, Web Design, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Adobe Certified Expert (ACE). Skilled in delivering results and adapting to dynamic environments."
187,Web Designer and Developer,"Proficient in Layout Design, Illustrator, Adobe Photoshop, UX/UI Design, Color Theory, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Web Designer. Skilled in delivering results and adapting to dynamic environments."
188,Web Designer and Developer,"Proficient in Illustrator, Photo Editing, Color Theory, Creativity, Web Design, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Web Designer. Skilled in delivering results and adapting to dynamic environments."
189,Web Designer and Developer,"Proficient in Layout Design, Color Theory, Creativity, Photo Editing, UX/UI Design, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as HubSpot Inbound Marketing Certification. Skilled in delivering results and adapting to dynamic environments."
190,Teacher,"Proficient in Motivation, Differentiated Instruction, Education Technology, Teamwork, Student Assessment, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as Advanced Placement (AP) Certification. Skilled in delivering results and adapting to dynamic environments."
191,Teacher,"Proficient in Education Technology, Differentiated Instruction, Student Assessment, Motivation, Subject Knowledge, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Special Education Teacher. Skilled in delivering results and adapting to dynamic environments."
192,Teacher,"Proficient in Communication, Classroom Management, Education Technology, Student Assessment, Subject Knowledge, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as TESOL Certification. Skilled in delivering results and adapting to dynamic environments."
193,Teacher,"Proficient in Student Assessment, Classroom Management, Teamwork, Communication, Differentiated Instruction, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as TESOL Certification. Skilled in delivering results and adapting to dynamic environments."
194,Teacher,"Proficient in Communication, Student Assessment, Lesson Planning, Differentiated Instruction, Pedagogy, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Special Education Teacher. Skilled in delivering results and adapting to dynamic environments."
195,Teacher,"Proficient in Motivation, Education Technology, Communication, Subject Knowledge, Lesson Planning, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Certified Special Education Teacher. Skilled in delivering results and adapting to dynamic environments."
196,Teacher,"Proficient in Subject Knowledge, Lesson Planning, Motivation, Pedagogy, Classroom Management, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as TESOL Certification. Skilled in delivering results and adapting to dynamic environments."
197,Nurse,"Proficient in Medical Terminology, Blood Pressure Monitoring, CPR, Healthcare, First Aid, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Nurse Assistant. Skilled in delivering results and adapting to dynamic environments."
198,Nurse,"Proficient in Medication Administration, First Aid, Compassion, Blood Pressure Monitoring, Patient Care, with mid-level experience in the field. Holds a Masters degree. Holds certifications such as Basic Life Support (BLS). Skilled in delivering results and adapting to dynamic environments."
199,Nurse,"Proficient in CPR, Patient Care, Medical Terminology, First Aid, IV Insertion, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Nurse Assistant. Skilled in delivering results and adapting to dynamic environments."
200,Nurse,"Proficient in IV Insertion, Patient Care, First Aid, Medication Administration, Healthcare, with mid-level experience in the field. Holds a Bachelors degree. Holds certifications such as Advanced Cardiovascular Life Support (ACLS). Skilled in delivering results and adapting to dynamic environments."
201,Nurse,"Proficient in Compassion, Medical Terminology, Healthcare, First Aid, Blood Pressure Monitoring, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Basic Life Support (BLS). Skilled in delivering results and adapting to dynamic environments."
202,Nurse,"Proficient in Patient Care, IV Insertion, Compassion, CPR, Medical Terminology, with senior-level experience in the field. Holds a PhD degree. Holds certifications such as Basic Life Support (BLS). Skilled in delivering results and adapting to dynamic environments."
203,Researcher,"Proficient in Lab Techniques, Mathematics, Research Methodology, Chemistry, Experimental Design, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Professional Researcher Certification. Skilled in delivering results and adapting to dynamic environments."
204,Researcher,"Proficient in Scientific Writing, Chemistry, Data Visualization, Mathematics, Critical Thinking, with mid-level experience in the field. Holds a PhD degree. Holds certifications such as Certified Biotech Professional (CBP). Skilled in delivering results and adapting to dynamic environments."
205,Researcher,"Proficient in Critical Thinking, Mathematics, Lab Techniques, Experimental Design, Research Methodology, with senior-level experience in the field. Holds a Masters degree. Holds certifications such as Scientific Researcher Certification. Skilled in delivering results and adapting to dynamic environments."
206,Researcher,"Proficient in Mathematics, Research Methodology, Chemistry, Scientific Writing, Data Analysis, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Laboratory Technician (CLT). Skilled in delivering results and adapting to dynamic environments."
207,Researcher,"Proficient in Research Methodology, Chemistry, Mathematics, Scientific Writing, Experimental Design, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Biotech Professional (CBP). Skilled in delivering results and adapting to dynamic environments."
208,Researcher,"Proficient in Data Analysis, Scientific Writing, Chemistry, Research Methodology, Critical Thinking, with senior-level experience in the field. Holds a Bachelors degree. Holds certifications such as Certified Biotech Professional (CBP). Skilled in delivering results and adapting to dynamic environments."
209,QA,"Computer Skills: â¢ Proficient in MS office (Word, Basic Excel, Power point) Strength: â¢ Hard working, Loyalty & Creativity â¢ Self-motivated, Responsible & Initiative â¢ Good people management skill & positive attitude. â¢ knowledge of windows, Internet.Education Details 
 Bachelor of Electrical Engineering Electrical Engineering Nashik, Maharashtra Guru Gobind Singh College of Engineering and Research Centre
 Diploma Electrical Engineering Nashik, Maharashtra S. M. E. S. Polytechnic College
Testing Engineer 


Skill Details 
EXCEL- Exprience - 6 months
MS OFFICE- Exprience - 6 months
WORD- Exprience - 6 monthsCompany Details 
company - 
description - Department: Testing

Responsibilities: â¢ To check ACB and VCB of  Circuit Breaker.
â¢ Following test conducted of Circuit Breaker as per drawing.
1. To check breaker timing.
2. To check contact resistance using contact resistance meter (CRM) 3. To check breaker insulation resistance (IR) 4. To check breaker rack out and rack in properly or not.
5. To check closing and tripping operation work properly or not.
â¢ To check and following test conducted in MCC & PCC panel.
1. Insulation Resistance (IR) test.
2. Contact Resistance (CRM) test.
3. To check connection on mcc & pcc panel as per drawing.
â¢ To check and following test conducted in transformer.
1.  Insulation Resistance (IR) test.
2.  Transformer Ratio test.
3. Transformer Vector Group test.
4. Magnetic Balance test.
5. Magnetic Current test.
6. To check the transformer tapping remotely as well as manually 7. To check the all alarm and tripping protection command work properly
Or not as per circuit diagram.
 â¢ To check and test conducted in HV cables.
1. Hi-Pot test.
2. Insulation resistance (IR) test.
â¢ To check the LV cables using megger (IR Test) â¢ To check the relay connections as per circuit diagram.
Create the defects list which arising during the testing and try to find the solution to minimize the problem.
company - TRANS POWER SOLUTIONS
description - Lake-Site CO-Op.Soc. Adi Shankaracharya Marg,
Opp. IIT Main Gate, Powai 400076."
210,QA,"PERSONAL SKILLS â¢ Quick learner, â¢ Eagerness to learn new things, â¢ Competitive attitude, â¢ Good leadership qualities, â¢ Ability to deal with people diplomatically. PERSONAL DOSSIER Fathers Name: Dhanraj WaghEducation Details 
January 2012 to January 2016 Bachelors of Engineering Engineering Pune, Maharashtra Pune University
January 2012 Higher Secondary Certificate  Nashik, Maharashtra SND College of Engineering and Research Center
January 2010 Secondary School Certificate  Yeola, Maharashtra Swami Muktanand Jr. College
 HSC   Maharashtra State Board
 SSC   Maharashtra State Bard
 BE  Rajapur, Uttar Pradesh Madhyamik Vidya Mandir Rajapur
Testing and Quality Control Engineer 

Testing and Quality Control Engineer - M/S Rakesh Transformer Industries Pvt. Ltd
Skill Details 
Company Details 
company - M/S Rakesh Transformer Industries Pvt. Ltd
description - Responsibilities:
â¢     To conduct Routine test, Type Test (Temperature Rise Test), Special Test on Transformers as per IS & IEC up

to - 10 MVA / 33 KV Class & preparing of its test reports.

â¢     Routine tests, Type tests and Special tests as per IS 2026, IS 1180, IS 11171/IEC-60076- test

Manual/inspection plans of Power Transformers, Distribution Transformers, Inverter Duty, Converter Duty,

Motor Duty Transformer, Furnace Transformer, Auto Transformers, Dry Type (VPI & CRT) LT Transformers,

Special Transformers
â¢     Testing Remote Tap Changer Cubicle (RTCC) Panel with OLTC and its operation ( CTR, Esun MR.)

â¢     Functional Testing of Transformer Accessories ( BR, PRV, MOG, WTI, OTI and its Setting)

â¢     In case any failure in testing analyses the root cause and submit the CAPA

â¢     Assist the customer or their representative at the time of inspection.

â¢     In process testing of winding, core assembly and core coil assembly.

â¢     Handling 3rd party and Government Body's Inspection.

â¢     Preparation of Daily Internal Testing Reports and send to concern.

â¢     Support Certification Audits (ISO & BIS)

â¢     Calibration/validation of tools, instruments, Measuring equipment's

â¢     Suggest the client about proper maintenance of transformer
â¢     Doing all documentation and Maintain Records and Analyze the Test Results and Maintain Testing Ledger

â¢     In process Quality Inspection of Winding, Core assembly, Core Coil assembly as per Standard and as per

organizational Norms.

â¢     Pre Dispatch Quality Inspection of Complete Product.

â¢     Implementation of, WHY-WHY analysis.
company - M/S Silverline Electricals Pvt. Ltd
description - Routine tests, Type tests (Temperature Rise Test) and Special tests as per IS 2026, IS 1180/ test

Manual/inspection plans of Distribution Transformer, Power Transformer

â¢     Successfully handled Responsibilities of ERDA's testing.

â¢     On site commissioning of Transformer.

â¢     Assist the customer or their representative at the time of inspection.

â¢     In process testing of winding, core assembly and core coil assembly.

â¢     Successfully handling 3rd party and Government Body's Inspection

â¢     Preparation of Daily Internal Testing Reports and send to concern.

â¢     Suggest the client about proper maintenance of transformer"
211,QA,"* Excellent grasping power in learning new concepts and technology. * Highly motivated team player with strong work ethics, committed to hard work. * Ability to work and co-ordinate in a team effectively. * Enthusiastic self-starter and team player. * Quick and independent learner.Education Details 
January 2014 Bachelor of Technology Information Technology branch  BPUT University
January 2010 Diploma Engineering Brahmapur, Orissa U.C.P Engineering School
Software Testing & Automation Engineer 

Software Testing & Automation Engineer - Tech Mahindra
Skill Details 
Company Details 
company - Tech Mahindra
description - India
Duration       Oct 2017- Till Date

Project Description
BT Group plc (trading as BT and formerly British Telecom) is a British multinational telecommunications holding company with head offices in London, United Kingdom. I worked for Air Logistics Program under the banner of British Telecom. This project handles all the web applications to carry out the whole logistics operation over United Kingdom through various airlines.

Roles & Responsibilities â¢ Design and develop framework for the Test scenarios and Test cases.
â¢ Developing automation test scripts on the existing application â¢ Executing Test Cases for every new release..
â¢ Involved in running test cases and logging defects through the HPQC tool.
â¢ Involved in formulating test Summary Report.
â¢ Conduct Internal Test Case Peer Reviews.
â¢ Participated in Daily Scrum Meetings.
â¢ Participated in weekly status meetings with the team, developers to discuss open issues and communicating with onsite team.
company - Tech Mahindra Pvt. Ltd Pune, Tech Mahindra
description - is an Indian multinational company with around 115, 000 Employees spread across 90 countries globally.

Total Experience: 2 Years 7 Months

Organization              Designation         Duration
company - Tech Mahindra
description - Project Description
AT&T Inc. is an American multinational conglomerate holding company headquartered at Whitacre Tower in Downtown Dallas, Texas. During my serving as software engineer at AT&T, I have worked for CSI-CAM (Common Service Interface) team which is responsible for running of AT&T's centralised solution hub web application called myatt.com.

Roles & Responsibilities â¢ Design, develop and maintaing Automation Test Scripts and Test cases using Selenium WebDriver and several desktop window automating tool such as Sikuli and AutoIT.
â¢ Executing Test Cases and check the working functionality of  the existing application.
â¢ Involved in tracking/manging test life cycle and logging defects using JIRA and HPQC/ALM.
â¢ Involved in formulating test Summary Report.
â¢ Conduct Internal Test Case Peer Reviews.
â¢ Participated in Daily Scrum Meetings.
â¢ Participated in weekly status meetings with the team, developers to discuss open issues and communicating with onsite team.
company - Tech Mahindra Pvt. Ltd Pune, Tech Mahindra
description - Till Date"
212,QA,"COMPUTER SKILLS & SOFTWARE KNOWLEDGE MS-Power Point, MS - Office, C, Protius (PCB Design), Multisim, Micro wind, Matlab, Keil, Latex, Basic I nternet Fundamentals, Software and Hardware Knowledge PROJECT DETAILS Diploma Project: Speed Control of DC Motor Using Heart Beats. Mini Project: Water Gardening System Using Solar Panel. Final Year BE Project: Iris Recognition system.Education Details 
January 2016 BE EDUCATION Pune, Maharashtra PUNE University
January 2010 SSC   Maharashtra Board
Quality Engineer 

Quality Engineer - Matrix Technologies
Skill Details 
MATLAB- Exprience - 6 months
PCB- Exprience - 6 months
PCB DESIGN- Exprience - 6 monthsCompany Details 
company - Matrix Technologies
description - 
company - RB Electronics
description - "
